t_start,t_end,ID_old,ID_new,t_added,name,comment
2024-01-30T17:00:00Z,2024-01-30T18:00:00Z,all,NA,2024-01-31T17:39:00Z,MeganOstlie,Particulate Filter Changed
2024-02-05T16:30:00Z,2024-02-05T20:00:00Z,all,NA,2024-02-05T21:08:00Z,MeganOstlie,Performed a baseline check
2024-02-14T21:30:00Z,2024-02-14T23:45:00Z,all,NA,2024-02-15T18:02:00Z,MeganOstlie,Performed maintenance and baseline check
2024-02-21T21:00:00Z,2024-02-21T22:00:00Z,all,NA,2024-02-22T18:02:00Z,MeganOstlie,Adjusted baseline
2024-02-26T17:00:00Z,2024-02-26T21:00:00Z,all,NA,2024-02-26T21:00:00Z,MeganOstlie,Performed a baseline check
2024-03-11T16:30:00Z,2024-03-11T20:30:00Z,all,NA,2024-03-11T21:26:00Z,MeganOstlie,Performed a baseline check and other diagnostic checks
2024-04-01T16:00:00Z,2024-04-01T19:15:00Z,all,NA,2024-04-01T19:16:00Z,MeganOstlie,Performed a baseline check
2024-04-15T16:30:00Z,2024-04-15T18:40:00Z,all,NA,2024-04-15T19:49:00Z,MeganOstlie,Performed a baseline check
2024-05-01T17:00:00Z,2024-05-01T19:50:00Z,all,NA,2024-05-01T19:53:00Z,MeganOstlie,Adjusted baseline
2024-06-04T18:48:00Z,2024-06-04T19:18:00Z,all,NA,2024-06-19T19:24:00Z,MeganOstlie,Particualte filter changed
2024-06-11T18:47:00Z,2024-06-11T21:26:00Z,all,NA,2024-06-19T19:27:00Z,MeganOstlie,Calibration
2024-07-10T16:44:00Z,2024-07-10T20:45:00Z,all,NA,2024-07-22T16:22:00Z,MeganOstlie,Particulate Filter Changed and Calibration
2024-07-18T18:50:00Z,2024-07-18T20:30:00Z,all,NA,2024-07-22T16:24:00Z,MeganOstlie,Calibration
2024-07-24T18:15:00Z,2024-07-24T20:30:00Z,all,NA,2024-07-29T21:09:00Z,MeganOstlie,Calibration
2024-07-25T17:00:00Z,2024-07-25T19:45:00Z,all,NA,2024-07-29T21:11:00Z,MeganOstlie,Calibration
2024-07-31T14:15:00Z,2024-07-31T16:45:00Z,all,NA,2024-07-31T16:54:00Z,MeganOstlie,Checked calibration
2024-08-08T14:15:00Z,2024-08-08T17:35:00Z,all,NA,2024-08-08T21:42:00Z,MeganOstlie,Calibration
2024-08-13T15:50:00Z,2024-08-13T18:05:00Z,all,NA,2024-08-13T22:15:00Z,MeganOstlie,Checked calibration
2024-08-19T14:32:00Z,2024-08-19T16:48:00Z,all,NA,2024-08-19T21:19:00Z,MeganOstlie,Calibration
2024-08-29T17:30:00Z,2024-08-29T21:00:00Z,all,NA,2024-08-29T21:07:00Z,MeganOstlie,Calibration
2024-09-23T17:25:00Z,2024-09-23T17:45:00Z,all,NA,2024-09-24T14:54:00Z,MeganOstlie,Performed a baseline check
2024-09-26T18:26:00Z,2024-09-26T19:23:00Z,all,NA,2024-10-01T15:32:00Z,MeganOstlie,Particulate Filter Changed
